age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why is a USB drive considered a portable storage device?,"A USB drive can store files and be easily connected to different computers, making it portable.","Identify USB as storage device.,  Explain portability and connectivity.,  Conclude USB is portable storage."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain how multitasking software depends on RAM.,"Multitasking software needs RAM to temporarily store data for multiple programs, allowing the CPU to switch between them efficiently.","Identify RAM as temporary storage.,  Explain multitasking process.,  Conclude sufficient RAM is necessary for multitasking software."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why is it important for software to be compatible with hardware?,"Compatible software ensures that the program runs correctly, using the hardware efficiently without causing errors or crashes.","Identify hardware requirements.,  Explain software performance issues if incompatible.,  Conclude compatibility prevents errors."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you listen to music from a computer?,Speakers or headphones let you listen to music from a computer.,"Identify output devices for sound.,  Recall speakers/headphones produce audio.,  Conclude these devices allow listening to music."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does an operating system manage multiple programs at once?,"The operating system allocates CPU time, memory, and resources to each program, allowing them to run simultaneously.","Identify OS functions: resource allocation.,  Explain managing multiple programs.,  Conclude OS enables multitasking."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you scan documents into a computer?,A scanner lets you scan documents into a computer.,"Identify input devices for documents.,  Recall scanner digitizes images.,  Conclude scanner inputs documents into the computer."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we close unused programs?,"Closing unused programs frees up RAM and CPU resources, making the computer faster and more efficient.","Identify resources consumed by running programs.,  Explain how closing them frees memory.,  Conclude computer performance improves."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why software instructions must be precise for hardware to work correctly.,"Hardware executes exactly what software instructs; if instructions are unclear or incorrect, hardware may not function as intended.","Identify software instructions as commands.,  Explain hardware executes commands literally.,  Conclude precise instructions are necessary."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you type letters and numbers into a computer?,The keyboard lets you type letters and numbers into a computer.,"Identify input devices.,  Recall keyboard function for typing.,  Conclude keyboard inputs text and numbers."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a photo editing software work with a mouse and monitor?,The software displays images on the monitor and responds to mouse movements to edit images on the screen.,"Identify software function: editing images.,  Explain monitor shows visual changes.,  Explain mouse controls editing actions."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why should you check hardware requirements before installing software?,Checking hardware requirements ensures the computer can run the software efficiently without errors or crashes.,"Identify software requirements for hardware.,  Explain consequences of insufficient resources.,  Conclude checking prevents performance issues."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device allows you to hear sounds from the computer?,Speakers or headphones allow you to hear sounds from the computer.,"Identify audio output devices.,  Recall speakers/headphones produce sound.,  Conclude these devices allow listening to audio."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a spreadsheet program help with calculations?,"Spreadsheet software can automatically perform calculations, organize data in tables, and create graphs to understand information better.","Identify functions: calculations,  tables,  graphs.,  Explain automation advantages.,  Conclude spreadsheets simplify data analysis."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why is it important to know which hardware controls specific functions?,Knowing hardware functions helps troubleshoot issues and ensures the correct device is used for tasks.,"Identify hardware components.,  Explain function and troubleshooting importance.,  Conclude knowledge aids in solving problems."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why insufficient hardware can prevent software from functioning correctly.,"If hardware does not meet software requirements, the program may run slowly, produce errors, or fail to start because the computer cannot process the instructions efficiently.","Identify hardware limitations.,  Explain impact on software performance.,  Conclude software may fail with insufficient hardware."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you see the desktop and open programs?,The monitor lets you see the desktop and open programs.,"Identify output devices.,  Recall monitor displays images and windows.,  Conclude monitor shows desktop content."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which hardware do you use to enter text into a computer?,The keyboard is used to enter text into a computer.,"Identify input devices.,  Recall keyboard typing function.,  Conclude keyboard inputs text."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does the CPU work with RAM to run programs?,The CPU processes instructions and uses RAM to quickly access temporary data needed to run programs efficiently.,"Identify CPU and RAM functions.,  Explain temporary data storage in RAM.,  Conclude CPU and RAM work together for program execution."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why do we need both input and output devices?,"Input devices let us send information to the computer, while output devices let us see or hear the results.","Identify input and output devices.,  Explain input sends data to computer.,  Explain output shows results,  conclude both are needed."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why software updates are important for computer security.,"Software updates fix security vulnerabilities and protect the computer from viruses, malware, and other cyber threats.","Identify security vulnerabilities in software.,  Explain how updates fix issues.,  Conclude updates improve computer security."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why does software sometimes require specific hardware to function?,"Some software relies on hardware features like a graphics card or processor speed to work properly; without it, the program may not run efficiently or at all.","Identify hardware requirements of software.,  Explain consequences of lacking hardware.,  Conclude specific hardware may be necessary."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you listen to computer sounds?,Speakers or headphones let you listen to computer sounds.,"Identify output devices for sound.,  Recall speakers and headphones.,  Conclude these allow hearing computer audio."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a spreadsheet program help organize numbers?,"Spreadsheet software allows you to enter, sort, calculate, and create graphs, making numerical data easier to understand.","Identify spreadsheet functions: entry,  sort,  calculate,  graph.,  Explain visualization and organization benefits.,  Conclude spreadsheets organize numbers efficiently."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device prints documents from the computer?,The printer prints documents from the computer.,"Identify output devices.,  Recall printer produces physical copies.,  Conclude printer prints documents."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why do programs run slower if the computer has low RAM?,"Low RAM means the computer cannot store all temporary data efficiently, forcing it to use slower storage, which slows program performance.","Identify RAM function for temporary storage.,  Explain consequence of low RAM.,  Conclude programs run slower."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain how faulty hardware can prevent software from running properly.,"Faulty hardware, like a damaged hard drive or RAM, prevents the computer from executing software instructions correctly, causing errors or crashes.","Identify faulty hardware components.,  Explain impact on software execution.,  Conclude software may fail due to hardware problems."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you move a pointer on the screen?,The mouse lets you move a pointer on the screen.,"Identify input devices.,  Recall mouse controls pointer.,  Conclude mouse moves the pointer on screen."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a graphics card improve computer performance?,"A graphics card processes images and video faster, allowing smoother visuals for games, videos, and graphic-intensive tasks.","Identify graphics card functions.,  Explain image/video processing benefits.,  Conclude graphics card improves visual performance."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we save documents regularly while working?,Saving documents regularly prevents data loss in case of power failure or computer crash.,"Identify risk of losing unsaved work.,  Explain how saving prevents loss.,  Conclude saving frequently protects data."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why is it important to install software updates promptly?,"Installing updates promptly fixes bugs, improves security, and ensures the software works efficiently with hardware.","Identify benefits of software updates.,  Explain fixing bugs and security improvement.,  Conclude timely updates maintain performance."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you scan pictures into the computer?,A scanner lets you scan pictures into the computer.,"Identify input devices for images.,  Recall scanner digitizes pictures.,  Conclude scanner inputs images into the computer."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a calculator program save time compared to manual calculations?,"Calculator software quickly performs calculations, reducing mistakes and saving time compared to doing them by hand.","Identify manual calculation effort.,  Explain software speed and accuracy.,  Conclude calculator software saves time."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we know which programs are hardware-dependent?,"Knowing hardware-dependent programs ensures compatibility, preventing software crashes or slow performance.","Identify programs with hardware requirements.,  Explain importance of compatibility.,  Conclude understanding prevents software issues."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,"Which device shows pictures, videos, and text from the computer?","The monitor shows pictures, videos, and text from the computer.","Identify output devices.,  Recall monitor displays visual content.,  Conclude monitor shows images,  videos,  and text."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which hardware allows you to type letters and numbers?,The keyboard allows you to type letters and numbers.,"Identify input devices.,  Recall typing function of the keyboard.,  Conclude keyboard inputs letters and numbers."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does RAM affect a computer's speed when opening programs?,"More RAM allows the computer to store temporary data for programs, making them open and run faster.","Identify RAM as temporary memory.,  Explain effect on program speed.,  Conclude more RAM improves opening and running programs."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why do we need both software and hardware to use a computer?,"Hardware performs tasks physically, while software gives instructions; both are needed for the computer to work.","Identify hardware tasks.,  Identify software instructions.,  Conclude both are necessary for functioning."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why some software requires a fast processor.,"Some software, especially games and video editors, processes large amounts of data; a fast processor ensures it runs smoothly without lag.","Identify software data processing needs.,  Explain processor role in speed.,  Conclude fast processor improves performance."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why is it important to read software license agreements?,"Software licenses explain legal use, restrictions, and user rights; reading them prevents illegal copying and ensures proper use.","Identify information in license agreements.,  Explain legal and ethical consequences.,  Conclude reading licenses is important."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device allows you to hear sounds from a computer?,Speakers or headphones allow you to hear sounds from a computer.,"Identify audio output devices.,  Recall speakers/headphones produce sound.,  Conclude these devices allow listening."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How do spreadsheet programs help organize and calculate data?,"Spreadsheet programs allow you to enter, sort, calculate, and graph data, making it easier to analyze and understand.","Identify spreadsheet features: sorting,  calculation,  graphs.,  Explain how features aid understanding.,  Conclude spreadsheets organize and calculate data efficiently."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device prints documents from a computer?,The printer prints documents from a computer.,"Identify output devices.,  Recall printer produces physical copies.,  Conclude printer prints documents."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we close programs that are not being used?,"Closing unused programs frees up RAM and CPU resources, improving computer speed and efficiency.","Identify resources used by programs.,  Explain effect of closing programs.,  Conclude computer performance improves."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain how software instructions control the hardware.,"Software provides coded instructions to the CPU, which directs hardware components to perform tasks according to those instructions.","Identify software instructions.,  Explain CPU processes instructions.,  Conclude hardware follows software commands."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you move a pointer on the computer screen?,The mouse lets you move a pointer on the computer screen.,"Identify input devices.,  Recall mouse controls pointer movement.,  Conclude mouse moves the pointer."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a graphics card make videos and games run smoothly?,"The graphics card processes images and video efficiently, reducing lag and improving visual quality for games and videos.","Identify graphics card functions.,  Explain image and video processing.,  Conclude graphics card improves visuals."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why is it important to save work frequently?,Saving work frequently prevents loss of data in case of computer crashes or power failures.,"Identify risks of unsaved work.,  Explain how saving prevents data loss.,  Conclude frequent saving is important."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why failing to update software can create security risks.,"Not updating software leaves vulnerabilities unpatched, which can be exploited by viruses or hackers, compromising computer security.","Identify software vulnerabilities.,  Explain risk of unpatched software.,  Conclude updates improve security."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device allows you to scan images into a computer?,A scanner allows you to scan images into a computer.,"Identify input devices.,  Recall scanner digitizes images.,  Conclude scanner inputs images into the computer."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a calculator software help compared to manual calculations?,"Calculator software quickly performs calculations and reduces mistakes, saving time compared to manual calculations.","Identify manual calculation challenges.,  Explain speed and accuracy of software.,  Conclude calculator software saves time."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we check if a program requires special hardware?,Checking ensures the program can run properly; missing required hardware may cause errors or poor performance.,"Identify hardware requirements.,  Explain consequences of missing hardware.,  Conclude checking ensures proper functionality."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,"Which device shows text, images, and videos from a computer?","The monitor shows text, images, and videos from a computer.","Identify output devices.,  Recall monitor displays visual content.,  Conclude monitor shows computer content."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device allows you to type letters and numbers into a computer?,The keyboard allows you to type letters and numbers into a computer.,"Identify input devices.,  Recall keyboard typing function.,  Conclude keyboard inputs letters and numbers."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does the CPU and RAM work together to run programs?,"The CPU processes instructions while RAM temporarily stores data needed, allowing programs to run efficiently.","Identify CPU function: processing instructions.,  Identify RAM function: temporary storage.,  Conclude CPU and RAM work together for program execution."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why is an operating system necessary for a computer?,The operating system manages hardware resources and provides a platform for applications to run.,"Identify OS functions: manage resources,  platform for apps.,  Explain how it supports programs.,  Conclude OS is necessary for computer operations."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why software must be compatible with hardware.,"Software relies on hardware features; if hardware is incompatible, the program may run poorly or not at all.","Identify hardware requirements of software.,  Explain effects of incompatibility.,  Conclude compatibility ensures proper function."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why is it important to read software licenses?,"Software licenses explain legal use, restrictions, and user rights, ensuring proper and legal usage.","Identify information in software licenses.,  Explain legal consequences.,  Conclude reading licenses ensures proper usage."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you hear sounds from a computer?,Speakers or headphones let you hear sounds from a computer.,"Identify audio output devices.,  Recall speakers/headphones produce sound.,  Conclude these devices allow listening."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How do spreadsheet programs help organize numbers?,"Spreadsheet programs allow entering, sorting, calculating, and graphing data, making it easier to analyze and understand.","Identify spreadsheet features.,  Explain their benefits for understanding data.,  Conclude spreadsheets organize numbers efficiently."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device prints documents from a computer?,The printer prints documents from a computer.,"Identify output device.,  Recall printer produces physical copies.,  Conclude printer prints documents."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should unused programs be closed?,"Closing unused programs frees RAM and CPU resources, improving computer speed and efficiency.","Identify resources used by programs.,  Explain effect of closing programs.,  Conclude computer performance improves."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a graphics card improve gaming performance?,"A graphics card processes images and videos faster, reducing lag and enhancing visuals in games.","Identify graphics card functions.,  Explain image/video processing.,  Conclude graphics card improves game visuals."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we save work regularly?,Saving work regularly prevents data loss in case of power failure or computer crash.,"Identify risk of losing unsaved work.,  Explain how saving prevents loss.,  Conclude regular saving protects data."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why failing to update software can be risky.,"Not updating software leaves vulnerabilities unpatched, allowing viruses or hackers to exploit them and compromise security.","Identify software vulnerabilities.,  Explain risk of unpatched software.,  Conclude updates are necessary for security."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you scan documents into a computer?,A scanner lets you scan documents into a computer.,"Identify input devices.,  Recall scanner digitizes documents.,  Conclude scanner inputs documents."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a calculator app save time compared to manual calculations?,"The calculator app performs calculations quickly and accurately, reducing mistakes and saving time.","Identify manual calculation effort.,  Explain software speed and accuracy.,  Conclude calculator app saves time."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we check if a program requires special hardware?,Checking ensures the program runs properly; missing required hardware may cause errors or poor performance.,"Identify hardware requirements.,  Explain consequences of missing hardware.,  Conclude checking ensures proper functionality."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device allows you to see pictures and videos from a computer?,The monitor allows you to see pictures and videos from a computer.,"Identify output devices.,  Recall monitor displays visual content.,  Conclude monitor shows images and videos."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which hardware lets you type letters and numbers into a computer?,The keyboard lets you type letters and numbers into a computer.,"Identify input devices.,  Recall keyboard typing function.,  Conclude keyboard inputs letters and numbers."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does RAM help when multiple programs are open?,"RAM temporarily stores data for all open programs, allowing the CPU to access them quickly and keep the computer running smoothly.","Identify RAM as temporary storage.,  Explain how multiple programs use RAM.,  Conclude RAM helps multitasking."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why do we need an operating system on a computer?,"The operating system manages hardware, allows programs to run, and provides an interface for users.","Identify OS functions: manage hardware and run programs.,  Explain user interface function.,  Conclude OS is necessary for computer operation."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why software that requires a lot of memory may not work on older computers.,"Older computers may have insufficient RAM and slower CPUs, preventing memory-heavy software from running properly or causing it to crash.","Identify memory and CPU requirements of software.,  Explain limitations of older hardware.,  Conclude software may fail on older computers."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why is it important to check hardware requirements before installing software?,Checking requirements ensures the computer can run the software efficiently and prevents crashes or poor performance.,"Identify hardware requirements.,  Explain consequences of insufficient hardware.,  Conclude checking prevents problems."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device allows you to hear music or sounds from a computer?,Speakers or headphones allow you to hear music or sounds from a computer.,"Identify audio output devices.,  Recall speakers/headphones produce sound.,  Conclude these devices allow listening."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does spreadsheet software make working with numbers easier?,"Spreadsheet software organizes data into tables, performs calculations, and creates graphs to help understand numbers easily.","Identify spreadsheet functions: tables,  calculations,  graphs.,  Explain their advantages.,  Conclude spreadsheets simplify numerical work."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device prints text and images from a computer onto paper?,The printer prints text and images from a computer onto paper.,"Identify output device.,  Recall printer produces physical copies.,  Conclude printer prints documents."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we close programs we are not using?,"Closing unused programs frees memory and CPU resources, making the computer faster and more efficient.","Identify resources used by programs.,  Explain effect of closing programs.,  Conclude computer speed improves."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain how software communicates instructions to hardware.,"Software sends coded instructions to the CPU, which processes them and directs hardware components to perform tasks.","Identify software instructions.,  Explain CPU processing and hardware execution.,  Conclude hardware acts according to software."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you move a pointer or select items on the screen?,The mouse lets you move a pointer or select items on the screen.,"Identify input devices.,  Recall mouse controls pointer.,  Conclude mouse selects items on screen."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a graphics card enhance video and gaming experiences?,"The graphics card processes visual data faster, reducing lag and improving image quality for videos and games.","Identify graphics card functions.,  Explain effect on visual processing.,  Conclude graphics card enhances experience."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why is saving work frequently important?,Frequent saving prevents data loss in case of power outages or computer crashes.,"Identify risk of unsaved data.,  Explain how saving prevents loss.,  Conclude frequent saving protects work."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why can outdated software be a security risk?,"Outdated software may have unpatched vulnerabilities that hackers can exploit, compromising computer security.","Identify vulnerabilities in outdated software.,  Explain hacker exploitation risk.,  Conclude updates are necessary for security."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you scan pictures or documents into a computer?,A scanner lets you scan pictures or documents into a computer.,"Identify input devices.,  Recall scanner digitizes content.,  Conclude scanner inputs images/documents."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does calculator software save time?,"Calculator software quickly performs calculations accurately, reducing mistakes compared to manual calculation.","Identify manual calculation challenges.,  Explain software efficiency and accuracy.,  Conclude calculator software saves time."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we verify if a program requires specific hardware?,Verifying ensures the program runs correctly and prevents errors if the hardware is insufficient.,"Identify program hardware requirements.,  Explain consequences of missing hardware.,  Conclude verification ensures proper functionality."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,"Which device allows you to see text, pictures, and videos from a computer?","The monitor allows you to see text, pictures, and videos from a computer.","Identify output devices.,  Recall monitor displays content.,  Conclude monitor shows computer visuals."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you type letters and numbers into a computer?,The keyboard lets you type letters and numbers into a computer.,"Identify input devices.,  Recall keyboard typing function.,  Conclude keyboard inputs letters and numbers."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does RAM affect program performance?,"RAM temporarily stores data needed by programs, allowing the CPU to access it quickly, improving performance.","Identify RAM function.,  Explain temporary storage for programs.,  Conclude RAM improves performance."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why do we need an operating system?,"The operating system manages hardware, allows applications to run, and provides a user interface.","Identify OS functions.,  Explain how it supports apps.,  Conclude OS is necessary."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain why software might not work on older computers.,"Older computers may lack sufficient RAM or processing speed, causing software to run slowly or fail.","Identify hardware limitations.,  Explain software requirements.,  Conclude software may fail on older hardware."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why is it important to read software licenses?,"Licenses explain legal use, restrictions, and user rights, helping prevent illegal use of software.","Identify information in licenses.,  Explain legal importance.,  Conclude reading licenses ensures proper use."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you hear sounds from a computer?,Speakers or headphones let you hear sounds from a computer.,"Identify audio output devices.,  Recall speakers/headphones produce sound.,  Conclude they allow listening."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How do spreadsheets help with data analysis?,"Spreadsheets allow sorting, calculations, and graph creation, making it easier to analyze and understand data.","Identify spreadsheet features.,  Explain benefits for understanding data.,  Conclude spreadsheets aid analysis."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device prints text and images onto paper?,The printer prints text and images onto paper.,"Identify output device.,  Recall printer function.,  Conclude printer prints content."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we close unused programs?,"Closing unused programs frees memory and CPU, improving speed and efficiency.","Identify resource usage by programs.,  Explain effect of closing programs.,  Conclude speed improves."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Explain how software communicates with hardware.,"Software sends coded instructions to the CPU, which directs hardware to perform tasks accordingly.","Identify software instructions.,  Explain CPU processing.,  Conclude hardware follows instructions."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you move a pointer or select items on a screen?,The mouse lets you move a pointer or select items on a screen.,"Identify input device.,  Recall mouse function.,  Conclude mouse selects items."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a graphics card improve video and game performance?,"It processes images and videos faster, reducing lag and enhancing visuals.","Identify graphics card function.,  Explain effect on visuals.,  Conclude graphics card improves performance."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we save work often?,Saving frequently prevents data loss from power failures or crashes.,"Identify risk of unsaved work.,  Explain how saving protects it.,  Conclude frequent saving is important."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),hard,reasoning,Why is outdated software a security risk?,Outdated software may have unpatched vulnerabilities that hackers can exploit.,"Identify vulnerabilities in outdated software.,  Explain hacker risk.,  Conclude updates improve security."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),easy,reasoning,Which device lets you scan pictures or documents?,A scanner lets you scan pictures or documents into a computer.,"Identify input device.,  Recall scanner function.,  Conclude it inputs images or documents."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,How does a calculator app save time?,"It quickly performs calculations accurately, reducing mistakes compared to doing them manually.","Identify manual calculation challenges.,  Explain software speed and accuracy.,  Conclude calculator saves time."
8–10,Computer Science / Information Technology,Recap of hardware and software (expanded with examples),medium,reasoning,Why should we check hardware requirements before installing a program?,It ensures the program will run correctly and prevents errors if hardware is insufficient.,"Identify hardware requirements.,  Explain consequences of missing hardware.,  Conclude checking ensures functionality."
8–10,Computer Science / Information Technology,"Types of computers (desktop, laptop, tablet)",easy,reasoning,Which type of computer usually stays on a desk and has separate parts like a monitor and keyboard?,A desktop computer usually stays on a desk and has separate parts like a monitor and keyboard.,"Identify computer types.,  Recall desktop features: stationary,  separate components.,  Conclude the description matches a desktop computer."
8–10,Computer Science / Information Technology,"Types of computers (desktop, laptop, tablet)",easy,reasoning,"Which computer is portable, folds like a book, and has a built-in keyboard?","A laptop is portable, folds like a book, and has a built-in keyboard.","Identify portable computer types.,  Recall laptop features: foldable,  built-in keyboard.,  Conclude the description matches a laptop."
8–10,Computer Science / Information Technology,"Types of computers (desktop, laptop, tablet)",easy,reasoning,Which computer type has a touchscreen and no physical keyboard?,A tablet has a touchscreen and no physical keyboard.,"Identify computer types.,  Recall tablet features: touchscreen,  no keyboard.,  Conclude the description matches a tablet."
8–10,Computer Science / Information Technology,"Types of computers (desktop, laptop, tablet)",medium,reasoning,Why might someone choose a laptop over a desktop?,"Laptops are portable, so users can work from different places, unlike desktops which stay in one location.","Compare desktop and laptop features.,  Explain portability advantage.,  Conclude laptops are chosen for mobility."
