age_month,stage_name,development_goal,domain,skill,activity_idea
4,Social & Emotional Awareness Stage,Express joy.,emotional_social,Laughs in response to playful interaction.,Play peek-a-boo or gentle tickling games.
4,Social & Emotional Awareness Stage,Develop social play.,emotional_social,Participates in simple games like peek-a-boo.,Cover and reveal your face to encourage interaction.
4,Social & Emotional Awareness Stage,Enhance bonding through touch.,emotional_social,Reaches out for caregiver during play or feeding.,Gently hold hands or tickle fingers to encourage connection.
4,Social & Emotional Awareness Stage,Encourage social responsiveness.,emotional_social,Turns toward voices and smiles in response.,Call baby’s name or make playful sounds.
4,Social & Emotional Awareness Stage,Promote emotional expression.,emotional_social,Shows happiness through gestures like kicking or waving arms.,Engage in gentle playful activities to encourage expressive movements.
4,Social & Emotional Awareness Stage,Encourage attachment behaviors.,emotional_social,Clings or reaches for caregiver when held.,Hold baby close while talking or singing softly.
4,Social & Emotional Awareness Stage,Develop early social imitation.,emotional_social,Tries to copy simple facial expressions.,Make exaggerated smiles or frowns and encourage imitation.
4,Social & Emotional Awareness Stage,Enhance enjoyment of interaction.,emotional_social,Giggles or coos during playful routines.,"Repeat fun, predictable actions and observe baby’s reaction."
4,Social & Emotional Awareness Stage,Encourage reciprocal interaction.,emotional_social,Pauses to watch caregiver’s face before responding.,Speak slowly and allow moments for baby to react.
4,Social & Emotional Awareness Stage,Support comfort in social situations.,emotional_social,Relaxes when held by familiar people.,Provide gentle touch and soft words to reassure baby.
4,Social & Emotional Awareness Stage,Encourage early empathy.,emotional_social,Shows concern or reacts when another baby cries.,Observe reactions and respond with comforting gestures.
4,Social & Emotional Awareness Stage,Develop anticipation of social routines.,emotional_social,Smiles or coos when anticipating feeding or play.,Maintain consistent routines for meals and playtime.
4,Social & Emotional Awareness Stage,Encourage attention to social cues.,emotional_social,Looks at caregiver’s face to understand emotion.,Show exaggerated emotions during play or reading.
4,Social & Emotional Awareness Stage,Promote positive reinforcement.,emotional_social,Repeats enjoyable sounds or gestures when praised.,"Smile, clap, or cheer when baby babbles or interacts."
4,Social & Emotional Awareness Stage,Encourage early joint attention.,emotional_social,Looks at object caregiver points to.,Point to toys while talking about them.
4,Social & Emotional Awareness Stage,Develop emotional expression variety.,emotional_social,"Shows joy, surprise, or interest through facial expressions.",Use toys or peek-a-boo games to provoke different emotions.
4,Social & Emotional Awareness Stage,Enhance social curiosity.,emotional_social,Watches new people or activities with interest.,"Introduce safe, new stimuli while providing reassurance."
4,Social & Emotional Awareness Stage,Encourage interactive play.,emotional_social,Reaches out to touch caregiver’s face or hands.,Engage in gentle touch games during playtime.
4,Social & Emotional Awareness Stage,Develop early imitation skills.,emotional_social,Copies simple gestures like clapping or waving.,Perform simple gestures and encourage baby to copy.
4,Social & Emotional Awareness Stage,Encourage comfort with caregiver separation.,emotional_social,Shows mild distress when briefly separated from caregiver.,Practice brief separations while ensuring safe surroundings.
4,Social & Emotional Awareness Stage,Support awareness of peer presence.,emotional_social,Observes other babies during play.,Provide supervised playtime with peers or siblings.
4,Social & Emotional Awareness Stage,Encourage expressive facial reactions.,emotional_social,Shows different facial expressions based on mood.,Respond to baby’s expressions and model varied emotions.
4,Social & Emotional Awareness Stage,Enhance enjoyment of music and rhythm.,emotional_social,"Claps, kicks, or moves in rhythm with songs.",Play nursery songs and encourage movement along with rhythm.
4,Social & Emotional Awareness Stage,Encourage early empathy.,emotional_social,Reaches out to caregiver when sensing emotion.,Show exaggerated happy or sad expressions to see response.
4,Social & Emotional Awareness Stage,Develop recognition of routines.,emotional_social,Anticipates feeding or playtime and shows excitement.,Maintain predictable daily routines.
4,Social & Emotional Awareness Stage,Encourage playful interaction with objects.,emotional_social,Laughs or vocalizes while interacting with toys.,Engage with toys together while making sounds.
4,Social & Emotional Awareness Stage,Promote turn-taking during interaction.,emotional_social,Pauses after caregiver’s action before responding.,Play simple turn-taking games with gestures or sounds.
4,Social & Emotional Awareness Stage,Enhance social curiosity.,emotional_social,Looks around and observes new activities or people.,Introduce new sights or sounds gradually while staying nearby.
4,Social & Emotional Awareness Stage,Support emotional regulation.,emotional_social,Calms down quickly when comforted by caregiver.,Offer soothing touch or gentle voice when baby is upset.
4,Social & Emotional Awareness Stage,Encourage attachment behaviors.,emotional_social,Reaches for familiar caregiver during play.,Hold baby close and respond to reaching gestures.
4,Social & Emotional Awareness Stage,Develop early shared attention.,emotional_social,Follows caregiver’s gaze or pointing.,Point to objects or toys and verbalize what you see.
4,Social & Emotional Awareness Stage,Promote joy through interactive play.,emotional_social,Smiles or laughs during caregiver-led activities.,"Play peek-a-boo, tickling, or gentle chase games."
4,Social & Emotional Awareness Stage,Encourage awareness of expressions.,emotional_social,Observes caregiver’s facial expressions during interaction.,Exaggerate expressions while talking or singing.
4,Social & Emotional Awareness Stage,Support early social imitation.,emotional_social,Attempts to mimic gestures like waving hands.,Demonstrate simple gestures for baby to copy.
4,Social & Emotional Awareness Stage,Enhance comfort in social settings.,emotional_social,Relaxes and smiles when near familiar people.,Maintain calm environment and consistent caregiver presence.
4,Social & Emotional Awareness Stage,Encourage early laughter.,emotional_social,Laughs spontaneously during playful interaction.,"Use silly faces, sounds, and movements to elicit laughter."
4,Social & Emotional Awareness Stage,Develop social engagement with toys.,emotional_social,Reaches and reacts to toys while smiling or cooing.,Engage together with toys and narrate the activity.
4,Montessori & Creative Exploration Stage,Develop hand-eye coordination.,montessori_creative,Tracks moving objects with eyes while reaching.,Use a hanging mobile or colorful toy to encourage tracking.
4,Montessori & Creative Exploration Stage,Encourage grasping and stacking.,montessori_creative,Attempts to place rings or blocks on a stacker.,Provide a wooden ring stacker and guide baby’s hands.
4,Montessori & Creative Exploration Stage,Stimulate tactile exploration.,montessori_creative,Touches and squeezes soft sensory blocks.,Offer soft textured blocks to explore different sensations.
4,Montessori & Creative Exploration Stage,Enhance object permanence understanding.,montessori_creative,Looks for hidden ball under cloth or container.,Play simple object permanence games with a small ball.
4,Montessori & Creative Exploration Stage,Encourage sensory-motor integration.,montessori_creative,Reaches for objects placed slightly out of reach.,Place small toys just beyond arms’ length to encourage reaching.
4,Montessori & Creative Exploration Stage,Stimulate auditory exploration.,montessori_creative,Shakes and listens to rattles or noise-making toys.,Provide lightweight rattles or bells to explore sound.
4,Montessori & Creative Exploration Stage,Promote finger dexterity.,montessori_creative,Touches and presses buttons or textured surfaces.,Offer toys with different textures or soft buttons.
4,Montessori & Creative Exploration Stage,Encourage visual tracking.,montessori_creative,Follows moving objects with eyes across midline.,Move toys slowly from one side to another in front of baby.
4,Montessori & Creative Exploration Stage,Develop exploration through grasping.,montessori_creative,Picks up small safe objects using hand and fingers.,Place small sensory-safe objects for baby to explore.
4,Montessori & Creative Exploration Stage,Enhance curiosity and attention.,montessori_creative,Watches and reaches for toys that move or make noise.,Use rolling balls or light rattles to capture attention.
4,Montessori & Creative Exploration Stage,Encourage problem-solving.,montessori_creative,Attempts to retrieve a toy partially hidden under cloth.,Hide toy slightly and encourage baby to find it.
4,Montessori & Creative Exploration Stage,Stimulate bilateral coordination.,montessori_creative,Uses both hands to explore or hold toys.,Provide two small toys to encourage simultaneous exploration.
4,Montessori & Creative Exploration Stage,Encourage sensory variety.,montessori_creative,Touches objects with different textures and temperatures.,"Offer a tray of soft, firm, and textured safe objects."
4,Montessori & Creative Exploration Stage,Promote creative exploration.,montessori_creative,Bangs or shakes toys to observe reactions.,Provide small safe toys for exploratory play.
4,Montessori & Creative Exploration Stage,Encourage visual-motor coordination.,montessori_creative,Reaches accurately for moving objects.,Gently move toys side to side or up and down.
4,Montessori & Creative Exploration Stage,Develop early stacking skills.,montessori_creative,Tries to place one ring or block on another.,Provide a simple stacking toy for practice.
4,Montessori & Creative Exploration Stage,Enhance cause-and-effect understanding.,montessori_creative,"Observes results of shaking, dropping, or banging objects.",Offer safe toys that produce sounds when moved.
4,Montessori & Creative Exploration Stage,Encourage repetitive exploration.,montessori_creative,Repeats actions like dropping or banging toys.,Provide toys that encourage repeated experimentation.
4,Montessori & Creative Exploration Stage,Develop early problem-solving.,montessori_creative,Attempts to reach for toys partially blocked or behind objects.,Place toys slightly out of reach and encourage baby to retrieve them.
4,Montessori & Creative Exploration Stage,Encourage visual discrimination.,montessori_creative,Distinguishes between different colored or shaped objects.,Offer toys of contrasting colors and simple shapes.
4,Montessori & Creative Exploration Stage,Promote fine motor practice.,montessori_creative,Uses fingers to grasp and release small objects.,Provide soft balls or beads for picking up and releasing.
4,Montessori & Creative Exploration Stage,Stimulate auditory-motor connection.,montessori_creative,Shakes toys and watches/hears the sound produced.,Provide rattle toys and encourage exploration.
4,Montessori & Creative Exploration Stage,Develop early coordination skills.,montessori_creative,Transfers objects from one hand to the other.,Offer two small toys to practice hand-to-hand transfer.
4,Montessori & Creative Exploration Stage,Encourage curiosity about textures.,montessori_creative,"Touches, presses, and squeezes toys with different surfaces.","Provide toys with soft, rough, and bumpy textures."
4,Montessori & Creative Exploration Stage,Promote stacking and sorting.,montessori_creative,"Attempts to sort or stack rings, cups, or blocks.",Provide stacking toys or cups for exploration.
4,Montessori & Creative Exploration Stage,Encourage exploration with cause-and-effect toys.,montessori_creative,Observes reactions when pressing buttons or shaking toys.,Offer interactive toys that respond to action.
4,Montessori & Creative Exploration Stage,Develop attention span for play.,montessori_creative,Focuses on a toy for several seconds while exploring.,Provide engaging but simple toys to maintain focus.
4,Montessori & Creative Exploration Stage,Encourage visual-motor tracking.,montessori_creative,Follows moving toys with eyes while reaching.,Move toys slowly in different directions to track.
4,Montessori & Creative Exploration Stage,Stimulate repetitive experimentation.,montessori_creative,Repeats actions such as dropping or banging objects.,Provide multiple safe objects for repeated play.
4,Montessori & Creative Exploration Stage,Promote early creative expression.,montessori_creative,"Explores toys in unique ways, like tapping or tossing.","Offer a variety of soft, safe toys for experimentation."
4,Montessori & Creative Exploration Stage,Encourage sensory discovery.,montessori_creative,"Explores texture, weight, and sound of different toys.",Provide a tray of varied sensory toys for hands-on exploration.
4,Montessori & Creative Exploration Stage,Develop problem-solving through play.,montessori_creative,Tries to reach or uncover hidden objects.,Hide a toy partially and encourage baby to retrieve it.
4,Montessori & Creative Exploration Stage,Enhance bilateral hand coordination.,montessori_creative,Uses both hands to manipulate toys simultaneously.,Provide two small toys for simultaneous hand exploration.
4,Montessori & Creative Exploration Stage,Encourage auditory exploration.,montessori_creative,Listens and responds to sounds made by toys.,Use rattles or soft noise-making objects.
4,Montessori & Creative Exploration Stage,Promote early stacking attempts.,montessori_creative,Attempts to stack one object on another.,Provide simple stacking toys for practice.
4,Montessori & Creative Exploration Stage,Encourage visual discrimination.,montessori_creative,Focuses on toys with bright colors or contrasting shapes.,"Offer a set of colorful, contrasting objects."
4,Montessori & Creative Exploration Stage,Stimulate fine motor control.,montessori_creative,Picks up and releases small toys repeatedly.,Provide soft balls or blocks for repeated grasping.
4,Montessori & Creative Exploration Stage,Encourage exploration of cause and effect.,montessori_creative,"Observes the result of shaking, dropping, or tapping toys.",Offer toys that respond with sound or movement.
5,Sensory & Cognitive Exploration Stage,Enhance reaching and grasping.,sensory_cognitive,Reaches out for nearby objects with improved accuracy.,Place toys within reach to encourage deliberate grasping.
5,Sensory & Cognitive Exploration Stage,Encourage tactile exploration.,sensory_cognitive,Touches and explores textures with fingers and hands.,Provide textured toys like soft blocks or fabric squares.
5,Sensory & Cognitive Exploration Stage,Promote visual attention.,sensory_cognitive,Follows moving objects with eyes for longer periods.,Move colorful toys slowly from side to side.
5,Sensory & Cognitive Exploration Stage,Develop object permanence understanding.,sensory_cognitive,Looks for partially hidden toys.,Cover a toy slightly with cloth and encourage baby to find it.
5,Sensory & Cognitive Exploration Stage,Encourage exploratory play.,sensory_cognitive,"Shakes, taps, and moves objects to observe effects.",Offer lightweight toys that make sounds or move.
5,Sensory & Cognitive Exploration Stage,Develop curiosity through sensory input.,sensory_cognitive,Explores objects with hands and mouth safely.,"Provide safe, chewable toys for tactile and oral exploration."
5,Sensory & Cognitive Exploration Stage,Enhance tracking of moving objects.,sensory_cognitive,Follows fast-moving toys with eyes.,Roll small balls across the floor for visual tracking.
5,Sensory & Cognitive Exploration Stage,Stimulate problem-solving skills.,sensory_cognitive,Attempts to retrieve toys slightly out of reach.,Place toys just beyond reach to encourage stretching and movement.
5,Sensory & Cognitive Exploration Stage,Encourage exploration with both hands.,sensory_cognitive,Uses both hands to manipulate toys.,Offer two small toys to encourage bimanual play.
5,Sensory & Cognitive Exploration Stage,Develop cause-and-effect understanding.,sensory_cognitive,Shakes or bangs toys to see response.,Provide toys that produce sounds or movement when interacted with.
5,Sensory & Cognitive Exploration Stage,Encourage visual discrimination.,sensory_cognitive,Notices differences in colors and shapes of toys.,Provide sets of contrasting colored or shaped toys.
5,Sensory & Cognitive Exploration Stage,Stimulate sensory curiosity.,sensory_cognitive,"Touches, presses, and squeezes toys with different textures.","Offer toys with rough, soft, and bumpy textures."
5,Sensory & Cognitive Exploration Stage,Develop attention span.,sensory_cognitive,Focuses on an interesting toy for several minutes.,Provide engaging toys that can be explored from multiple angles.
5,Sensory & Cognitive Exploration Stage,Encourage sensory-motor integration.,sensory_cognitive,Coordinates hand movements while exploring toys.,"Offer rolling or textured toys to reach, grasp, and move."
5,Sensory & Cognitive Exploration Stage,Enhance spatial awareness.,sensory_cognitive,Reaches accurately for toys placed around them.,Place toys at different distances and angles to practice reaching.
5,Sensory & Cognitive Exploration Stage,Promote exploratory learning.,sensory_cognitive,Observes and experiments with new toys.,Introduce novel safe toys to encourage curiosity.
5,Sensory & Cognitive Exploration Stage,Encourage object manipulation.,sensory_cognitive,"Bangs, shakes, or drops toys intentionally.","Provide small, safe objects to manipulate."
5,Sensory & Cognitive Exploration Stage,Develop sensory recognition.,sensory_cognitive,Recognizes familiar objects by sight or touch.,Offer familiar toys during play and observe recognition.
5,Sensory & Cognitive Exploration Stage,Encourage exploration with sound.,sensory_cognitive,Shakes rattles or noise-making toys repeatedly.,"Provide rattles, bells, or toys with sound to explore."
5,Sensory & Cognitive Exploration Stage,Stimulate problem-solving and curiosity.,sensory_cognitive,Tries to retrieve toys that are partially hidden or out of reach.,Hide a toy partially under a cloth and encourage retrieval.
5,Sensory & Cognitive Exploration Stage,Encourage visual tracking of objects.,sensory_cognitive,Follows moving objects smoothly with eyes.,Move a colorful toy slowly from left to right for tracking.
5,Sensory & Cognitive Exploration Stage,Promote grasping with improved control.,sensory_cognitive,Holds toys more firmly and explores with fingers.,Offer small safe toys to practice controlled grasping.
5,Sensory & Cognitive Exploration Stage,Develop understanding of object permanence.,sensory_cognitive,Looks for toys that are hidden under blankets.,Play peek-a-boo with partially hidden objects.
5,Sensory & Cognitive Exploration Stage,Encourage bilateral hand use.,sensory_cognitive,Uses both hands simultaneously to explore toys.,Provide two small toys for bimanual exploration.
5,Sensory & Cognitive Exploration Stage,Stimulate cause-and-effect learning.,sensory_cognitive,"Observes results when shaking, dropping, or tapping toys.",Provide rattles or objects that make noise when interacted with.
5,Sensory & Cognitive Exploration Stage,Enhance attention span during play.,sensory_cognitive,Focuses on a toy for several minutes.,Offer engaging toys that hold interest with textures or sounds.
5,Sensory & Cognitive Exploration Stage,Develop problem-solving skills.,sensory_cognitive,Attempts to retrieve toys placed slightly out of reach.,Place a toy just beyond reach to encourage stretching or crawling.
5,Sensory & Cognitive Exploration Stage,Encourage sensory exploration through touch.,sensory_cognitive,Feels different textures with fingers and hands.,"Provide toys with varied surfaces: smooth, rough, soft."
5,Sensory & Cognitive Exploration Stage,Promote exploration with sound.,sensory_cognitive,Shakes toys to hear sounds and observes cause-effect.,"Use rattles, bells, or noise-making toys during play."
5,Sensory & Cognitive Exploration Stage,Encourage visual discrimination.,sensory_cognitive,Notices differences in color and shape of toys.,Offer sets of contrasting colored or shaped toys.
5,Sensory & Cognitive Exploration Stage,Develop fine motor control.,sensory_cognitive,Picks up and releases small objects repeatedly.,Provide small balls or soft blocks for grasping and releasing.
5,Sensory & Cognitive Exploration Stage,Enhance curiosity and exploration.,sensory_cognitive,"Explores toys in multiple ways: banging, shaking, mouthing.",Offer safe objects that allow multiple types of exploration.
5,Sensory & Cognitive Exploration Stage,Encourage repeated experimentation.,sensory_cognitive,Repeats actions to see consistent results.,Provide toys that respond reliably to repeated interactions.
5,Sensory & Cognitive Exploration Stage,Stimulate object recognition.,sensory_cognitive,Recognizes familiar toys by sight or touch.,Provide favorite or familiar toys during play.
5,Sensory & Cognitive Exploration Stage,Develop spatial awareness.,sensory_cognitive,Reaches accurately for toys in different positions.,Place toys around baby to encourage varied reaching.
5,Sensory & Cognitive Exploration Stage,Encourage exploratory learning.,sensory_cognitive,Experiments with new toys to learn about them.,"Introduce novel toys for tactile, visual, and auditory exploration."
5,Sensory & Cognitive Exploration Stage,Promote hand-eye coordination.,sensory_cognitive,Reaches accurately for moving objects.,Move toys slowly and let baby track and grab.
5,Sensory & Cognitive Exploration Stage,Enhance attention and focus.,sensory_cognitive,Pays attention to toys longer and experiments with them.,Offer engaging toys that can be explored repeatedly.
5,Sensory & Cognitive Exploration Stage,Encourage problem-solving skills.,sensory_cognitive,Tries to retrieve or manipulate toys placed partially out of reach.,Place toys behind a soft cloth and guide baby to find them.
5,Sensory & Cognitive Exploration Stage,Promote sensory discovery.,sensory_cognitive,"Explores toys through touch, sight, and sound.",Provide varied sensory toys to stimulate multiple senses.
5,Motor Development Stage,Strengthen rolling skills.,motor,Rolls from tummy to back with more control.,Encourage rolling by placing toys just out of reach.
5,Motor Development Stage,Improve sitting stability.,motor,Sits with minimal support and reaches for toys.,Support baby with pillows and let them reach for toys.
5,Motor Development Stage,Develop grasping strength.,motor,Grasps and shakes toys with increased control.,Provide lightweight rattles and encourage shaking.
5,Motor Development Stage,Encourage weight shifting.,motor,Shifts weight from side to side while on tummy.,Place toys to the left and right to encourage movement.
5,Motor Development Stage,Develop hand-to-hand coordination.,motor,Transfers toys from one hand to the other.,Provide small toys for transferring practice.
5,Motor Development Stage,Promote reaching skills.,motor,Reaches accurately for toys within arm’s length.,Place toys slightly away to encourage reaching.
5,Motor Development Stage,Encourage grasp-release practice.,motor,Grasps and releases objects intentionally.,Provide small soft blocks or balls to practice.
5,Motor Development Stage,Strengthen arm muscles.,motor,Pushes up on arms while on tummy.,Encourage tummy time with interesting toys in front.
5,Motor Development Stage,Develop core stability.,motor,Maintains sitting position briefly without support.,Support lightly and place toys to encourage reaching.
5,Motor Development Stage,Encourage kicking movements.,motor,Kicks legs actively while lying on back.,Place toys on feet or gently guide legs for kicking.
5,Motor Development Stage,Promote grasping with different objects.,motor,Holds toys of varying shapes and sizes.,"Provide rings, blocks, and soft objects to hold."
5,Motor Development Stage,Encourage pushing up from tummy.,motor,Pushes up on hands and forearms while on tummy.,Place favorite toys just in front to motivate lifting.
5,Motor Development Stage,Develop bilateral hand use.,motor,Uses both hands simultaneously to manipulate objects.,Offer two toys for coordinated bimanual play.
5,Motor Development Stage,Encourage grasping and shaking.,motor,Shakes toys and observes reactions.,Provide safe rattles or noise-making toys.
5,Motor Development Stage,Strengthen back muscles.,motor,Lifts head and chest while on tummy.,Encourage tummy time with toys placed slightly ahead.
5,Motor Development Stage,Develop wrist control.,motor,Rotates wrists to shake or hold objects.,Provide small textured toys for wrist movement.
5,Motor Development Stage,Encourage reaching and grasping for distant objects.,motor,Stretches arms to reach toys further away.,Place toys slightly out of reach to motivate stretching.
5,Motor Development Stage,Develop forearm strength.,motor,Supports weight on forearms during tummy time.,Encourage baby to reach forward for toys while on tummy.
5,Motor Development Stage,Promote hand exploration.,motor,"Touches, squeezes, and manipulates objects actively.",Provide toys with different textures for tactile exploration.
5,Motor Development Stage,Encourage grasp-release practice.,motor,Releases objects intentionally after holding them.,Provide soft blocks or small toys for repeated grasp and release.
5,Motor Development Stage,Strengthen arm control.,motor,Reaches forward with arms fully extended.,Place favorite toys slightly ahead to encourage full arm reach.
5,Motor Development Stage,Promote controlled rolling.,motor,Rolls from back to tummy with guidance.,Gently guide baby during rolling practice with toys as motivation.
5,Motor Development Stage,Enhance coordination.,motor,Coordinates hands and eyes to reach for objects.,Encourage reaching for moving or slightly distant toys.
5,Motor Development Stage,Encourage kicking and leg movement.,motor,Kicks legs to interact with toys or play mats.,Place toys on feet or use soft play mats for kicking.
5,Motor Development Stage,Develop wrist and hand control.,motor,Rotates and manipulates toys with wrist movement.,"Provide toys that can be twisted, rotated, or shaken."
5,Motor Development Stage,Encourage bimanual manipulation.,motor,Uses both hands to explore toys simultaneously.,Offer two small toys for coordinated hand play.
5,Motor Development Stage,Enhance core muscle strength.,motor,Maintains sitting with minimal support for longer periods.,Encourage sitting with toys placed in front.
5,Motor Development Stage,Promote reaching and grasping coordination.,motor,Reaches accurately for objects in various positions.,Place toys at different angles and distances.
5,Motor Development Stage,Encourage interactive play with movement.,motor,Bangs or shakes toys intentionally.,Provide rattles or noise-making toys to explore.
5,Motor Development Stage,Develop balance while sitting.,motor,Maintains upright position while reaching for toys.,Support lightly and offer objects to reach for.
5,Motor Development Stage,Enhance forearm strength.,motor,Pushes up on forearms during tummy time.,Encourage reaching for toys while on tummy.
5,Motor Development Stage,Encourage repetitive grasping.,motor,Grasps and releases toys repeatedly.,Provide small soft blocks or balls for repetition.
5,Motor Development Stage,Strengthen back and neck muscles.,motor,Lifts head and chest during tummy play.,Place favorite toys just ahead to encourage lifting.
5,Motor Development Stage,Develop reaching for partially hidden objects.,motor,Reaches for toys partially hidden under cloth.,Encourage peek-a-boo style reaching.
5,Motor Development Stage,Promote tactile exploration.,motor,"Touches, squeezes, and manipulates toys actively.",Provide varied toys with different textures.
5,Motor Development Stage,Encourage coordinated arm and leg movement.,motor,Kicks and reaches simultaneously for toys.,Place toys near hands and feet to motivate coordinated movement.
5,Motor Development Stage,Enhance visual-motor integration.,motor,Reaches accurately while visually tracking toys.,Move colorful toys slowly for tracking and grasping.
5,Motor Development Stage,Develop independent hand exploration.,motor,Explores toys independently using hands.,Provide multiple safe toys for independent play.
5,Motor Development Stage,Encourage active participation in play.,motor,"Initiates actions like banging, shaking, and mouthing toys.",Offer engaging toys that respond to baby’s actions.
5,Language & Communication Stage,Encourage early babbling.,language,"Makes repetitive sounds like 'ba', 'ma', 'da'.",Talk to baby frequently and respond to their babbles.
5,Language & Communication Stage,Develop listening skills.,language,Turns head toward familiar voices or sounds.,Call the baby’s name and observe their response.
5,Language & Communication Stage,Encourage vocal imitation.,language,Attempts to imitate simple sounds made by caregivers.,Make simple sounds and encourage baby to repeat.
5,Language & Communication Stage,Stimulate interest in music and rhythm.,language,"Enjoys songs, rhymes, and rhythmic sounds.",Sing simple songs and clap hands to rhythm.
5,Language & Communication Stage,Promote social communication.,language,Responds to cooing and gentle speech with smiles or sounds.,Engage in gentle talking and cooing games.
5,Language & Communication Stage,Encourage sound differentiation.,language,Distinguishes between different tones or pitches of voice.,Use varying pitch and volume while speaking.
5,Language & Communication Stage,Develop early turn-taking in conversation.,language,Pauses briefly as if waiting for a response after babbling.,Respond to babbles and pause for baby to react.
5,Language & Communication Stage,Encourage expressive vocalizations.,language,Uses varying sounds to express emotions like joy or excitement.,Encourage babbling during playtime and react positively.
5,Language & Communication Stage,Develop attention to speech.,language,Focuses on caregiver’s face while talking.,Sit face-to-face while speaking to baby.
5,Language & Communication Stage,Stimulate vocal play.,language,Explores different mouth sounds and tones.,Encourage babbling games using fun and silly sounds.
5,Language & Communication Stage,Encourage responsiveness to speech.,language,Turns toward voices or reacts when spoken to.,Call the baby’s name or use familiar sounds.
5,Language & Communication Stage,Develop sound repetition skills.,language,Repeats familiar sounds or syllables.,Repeat simple syllables and encourage baby to copy.
5,Language & Communication Stage,Encourage early understanding of words.,language,Shows recognition of simple familiar words like 'mama' or 'dada'.,Repeat common words in daily interactions.
5,Language & Communication Stage,Stimulate vocal experimentation.,language,"Tries different pitches, tones, and volume.",Encourage exploration of voice using songs and sounds.
5,Language & Communication Stage,Encourage interaction through sound.,language,Initiates cooing or babbling to gain attention.,Respond to sounds with smiles and words.
5,Language & Communication Stage,Develop auditory attention.,language,Pauses play or movement to listen to sounds.,Make gentle noises or call baby’s name during play.
5,Language & Communication Stage,Encourage vocal expression of emotions.,language,Uses babbles or sounds to show excitement or displeasure.,React to vocal expressions with attention and gestures.
5,Language & Communication Stage,Stimulate early imitation of speech.,language,Attempts to copy tones or short sounds from caregivers.,Make simple sounds and encourage repetition.
5,Language & Communication Stage,Encourage interaction with songs and rhymes.,language,Responds with sounds or movements to music.,Sing nursery rhymes and encourage movement or babbling.
5,Language & Communication Stage,Promote early communication skills.,language,Shows awareness of caregiver’s speech by turning head or making sounds.,Engage in frequent verbal interaction and babble back.
5,Language & Communication Stage,Encourage babbling with varied sounds.,language,Combines different syllables in babbling.,"Repeat and vary syllables like 'ba', 'da', 'ma' to encourage practice."
5,Language & Communication Stage,Stimulate early word recognition.,language,Shows recognition of frequently heard words.,"Use consistent words like 'milk', 'mama', 'dada' in daily routines."
5,Language & Communication Stage,Encourage imitation of sounds.,language,Tries to copy intonation and rhythm of caregiver speech.,Speak with expressive tones and pause for imitation.
5,Language & Communication Stage,Develop responsiveness to vocal cues.,language,Turns head or eyes toward talking or singing voices.,Call baby’s name or sing songs to elicit response.
5,Language & Communication Stage,Encourage expressive communication.,language,"Uses varied sounds to express interest, excitement, or displeasure.",React to baby’s sounds with attention and facial expressions.
5,Language & Communication Stage,Promote early interaction through speech.,language,Responds to caregiver speech with sounds or gestures.,Engage in 'conversations' with pauses for baby’s turn.
5,Language & Communication Stage,Stimulate vocal experimentation.,language,Tries different pitches and volumes while babbling.,"Encourage exploration of sounds with fun, playful voice."
5,Language & Communication Stage,Develop early turn-taking in communication.,language,Pauses after vocalizing as if waiting for response.,Respond to baby’s sounds and give them space to reply.
5,Language & Communication Stage,Encourage awareness of speech patterns.,language,Notices and reacts to changes in tone or rhythm of caregiver’s voice.,Use exaggerated intonation during talking or singing.
5,Language & Communication Stage,Promote early expressive gestures.,language,Combines sounds with gestures like waving or reaching.,Encourage waving or pointing while speaking simple words.
5,Language & Communication Stage,Develop listening and attention skills.,language,Stops play or movement to listen to voices or sounds.,Make gentle sounds or talk to baby to capture attention.
5,Language & Communication Stage,Encourage interactive vocal play.,language,Babbling in response to caregiver sounds.,Make sounds and pause for baby to respond or imitate.
5,Language & Communication Stage,Stimulate early expressive language.,language,Uses different sounds to attract attention or express needs.,React positively to baby’s sounds and engage with expressions.
5,Language & Communication Stage,Promote sound exploration.,language,Experiments with louder and softer sounds.,Encourage sound play with soft and loud syllables.
5,Language & Communication Stage,Develop recognition of familiar voices.,language,Turns head or eyes toward familiar caregiver’s voice.,Talk or sing to baby regularly and observe response.
5,Language & Communication Stage,Encourage early mimicry of speech sounds.,language,Attempts to repeat simple syllables or sounds.,Make simple repetitive sounds and encourage imitation.
5,Language & Communication Stage,Promote understanding through repetition.,language,Shows recognition of repeated words or phrases.,Repeat common words during play and daily routines.
5,Language & Communication Stage,Encourage engagement with nursery rhymes.,language,Responds with sounds or movements to songs and rhymes.,Sing nursery rhymes with hand movements and gestures.
5,Language & Communication Stage,Develop early verbal interaction.,language,Initiates vocalizations to gain attention or express feelings.,React to baby’s sounds and encourage 'conversation' play.
5,Language & Communication Stage,Encourage awareness of words and meanings.,language,Shows interest in familiar words by turning or vocalizing.,Use common words consistently to build recognition.
5,Emotional & Social Development Stage,Recognize familiar faces.,emotional_social,Smiles or coos when seeing familiar people.,Spend time interacting face-to-face with the baby daily.
5,Emotional & Social Development Stage,Express joy and happiness.,emotional_social,Laughs or squeals in response to playful interaction.,Engage in gentle tickling or peek-a-boo games.
5,Emotional & Social Development Stage,Develop attachment to caregivers.,emotional_social,Seeks comfort from familiar adults when upset.,Respond promptly to baby’s needs with soothing touch.
