age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people prepare special food during festivals?,Special food makes the celebration enjoyable and memorable.,"['Families cook traditional dishes.', 'Food brings people together.', 'It adds flavor and fun to the festival.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do festivals help us remember important stories or people?,Festivals remind us of special events or heroes from history or religion.,"['Each festival has a story behind it.', 'Celebrating keeps those stories alive.', 'It helps children learn about values and traditions.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival is known for lighting candles during December in Jewish tradition?,Hanukkah is the Jewish festival of lights celebrated in December.,"['Hanukkah lasts for eight days.', 'People light candles on a special holder called a menorah.', 'It celebrates joy and faith.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people sing songs or hymns during festivals?,Singing spreads happiness and brings people together.,"['Songs express joy and devotion.', 'People sing together in groups.', 'It creates a feeling of unity and celebration.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do seasonal festivals show our connection with nature?,Seasonal festivals celebrate nature’s changes and thank it for resources.,"['Harvest festivals thank the Earth for crops.', 'Spring and fall festivals mark weather changes.', 'They remind us to care for nature and be grateful.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the New Year in China?,Chinese New Year celebrates the start of a new year in China.,"['It is also called the Spring Festival.', 'People decorate with red and gold colors.', 'They enjoy fireworks and dragon dances.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,"Why do people visit temples, churches, or mosques during festivals?",People visit holy places to pray and give thanks.,"['Festivals often have religious meanings.', 'People thank God for happiness and blessings.', 'Prayers make them feel peaceful and connected.']"
5-7,Social Studies,Festivals and traditions,easy,factual,During which festival do people make and share sweets called modaks?,People make and share modaks during Ganesh Chaturthi.,"['Modaks are Lord Ganesha’s favorite sweets.', 'Families make them at home.', 'They offer them during prayers and celebrations.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do different countries have different festivals?,Different countries have their own cultures and traditions.,"['Festivals reflect people’s beliefs and history.', 'Each place celebrates what is important to them.', 'This makes the world colorful and diverse.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do festivals promote peace and understanding among people?,"Festivals teach sharing, kindness, and respect for others.","['People come together to celebrate happily.', 'They forget differences and share food and joy.', 'This builds friendship and peace in communities.']"
5-7,Social Studies,Festivals and traditions,easy,factual,What is the name of the festival where people tie rakhi on their brothers’ wrists?,The festival is called Raksha Bandhan.,"['Sisters tie a rakhi on their brothers’ wrists.', 'Brothers promise to protect their sisters.', 'It celebrates love between siblings.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do we have public holidays during big festivals?,Public holidays let everyone celebrate together.,"['People get time off from work and school.', 'They can visit relatives or join celebrations.', 'It helps the whole community enjoy the day.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which Indian festival celebrates the victory of good over evil with burning effigies?,Dussehra celebrates the victory of good over evil.,"['Effigies of Ravana are burned.', 'It marks Lord Rama’s victory over Ravana.', 'It reminds us that truth and goodness win in the end.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do people enjoy watching parades during festivals?,Parades show colorful displays and make celebrations lively.,"['Parades include music, costumes, and dance.', 'They bring joy to children and adults.', 'It’s a way to share happiness in public.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do global festivals like Earth Day or World Peace Day differ from religious festivals?,Global festivals are for everyone and focus on caring for the world.,"['They teach lessons like saving the planet or being kind.', 'Anyone can join, no matter their religion.', 'They unite people for a good cause worldwide.']"
5-7,Social Studies,Festivals and traditions,easy,factual,What do people wear on Halloween?,People wear costumes and masks on Halloween.,"['Children dress up as fun or spooky characters.', 'They go trick-or-treating for candy.', 'It’s celebrated on October 31st.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do families clean their homes before festivals?,Cleaning makes homes fresh and ready for celebration.,"['People clean to welcome guests and gods.', 'It shows respect and good habits.', 'A clean home makes the festival more joyful.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do music and dance show the spirit of a festival?,Music and dance express joy and togetherness.,"['Festivals have songs and traditional dances.', 'They show cultural beauty and happiness.', 'People join in to celebrate unity and life.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the bond between mother and child in many countries?,Mother’s Day celebrates the bond between mothers and children.,"['It’s celebrated on different dates in different countries.', 'Children give cards or flowers to their mothers.', 'It shows love and gratitude for mothers.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do people make rangoli or other art during festivals?,Art adds beauty and welcomes happiness.,"['People use colors, flowers, or sand.', 'It’s a way to decorate homes creatively.', 'It shows respect for traditions and guests.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do community celebrations help children learn about sharing?,Community festivals teach children to share joy and food.,"['Children see families helping each other.', 'They take part in group activities.', 'They learn that sharing makes everyone happy.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival is celebrated with fireworks on July 4th in the USA?,Independence Day is celebrated with fireworks on July 4th in the USA.,"['It marks America’s independence from British rule.', 'People enjoy parades and fireworks.', 'They show pride in their country.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the victory of Goddess Durga over a demon?,Durga Puja celebrates the victory of Goddess Durga over the demon Mahishasura.,"['It is mainly celebrated in West Bengal and other parts of India.', 'People make idols of Goddess Durga.', 'There are songs, dances, and prayers during the celebration.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do people light bonfires during Lohri?,People light bonfires to thank nature for the harvest during Lohri.,"['Lohri is celebrated in winter after the harvest.', 'Families gather around the fire and sing songs.', 'It shows gratitude to the Sun and nature for good crops.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do traditional dances keep festival stories alive?,Traditional dances show stories and beliefs from the past.,"['Many dances tell old legends and tales.', 'They are performed during special festivals.', 'Through these dances, young people learn their history and culture.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival in Kerala includes boat races and elephants?,Onam in Kerala includes boat races and decorated elephants.,"['Onam is a harvest festival.', 'People wear traditional clothes and make flower rangoli called pookalam.', 'The famous snake boat race is part of the celebration.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people fast or avoid certain foods during some festivals?,"People fast to show respect, discipline, and devotion.","['Fasting teaches self-control and thankfulness.', 'It helps people think about others and share more.', 'It’s a spiritual practice in many traditions.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do traditional clothes during festivals show cultural identity?,Traditional clothes represent the history and art of a culture.,"['Every region has unique clothes and styles.', 'People wear them proudly during festivals.', 'It helps preserve and honor their heritage.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the harvest in Tamil Nadu?,Pongal celebrates the harvest in Tamil Nadu.,"['People cook sweet rice called Pongal.', 'They thank the Sun and cows for helping in farming.', 'It’s celebrated for four days with joy and food.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why are lights used in many festivals around the world?,"Lights show hope, joy, and the victory of good over darkness.","['People use lamps, candles, or lanterns.', 'Light is a symbol of happiness and peace.', 'It makes celebrations bright and cheerful everywhere.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do children learn moral lessons through festival stories?,"Festival stories teach values like honesty, kindness, and courage.","['Many festivals are based on tales with moral lessons.', 'Stories of good winning over evil inspire children.', 'They learn the importance of doing right and helping others.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the birth of Lord Krishna?,Janmashtami celebrates the birth of Lord Krishna.,"['People sing and dance to celebrate Krishna’s birth.', 'Temples are decorated with flowers and lights.', 'Some people play games like Dahi Handi.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people exchange greetings or cards during festivals?,People exchange greetings to share good wishes and love.,"['Cards and messages spread happiness.', 'It keeps people connected even if they’re far away.', 'It shows care and friendship during celebrations.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do food traditions during festivals reflect a community’s culture?,"Festival foods show local crops, customs, and family traditions.","['Different places use local ingredients.', 'Recipes are passed down through generations.', 'Food becomes a way to share and celebrate culture.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival do Sikhs celebrate to honor Guru Nanak’s birthday?,Sikhs celebrate Guru Nanak Jayanti to honor Guru Nanak’s birthday.,"['It includes prayers and singing hymns.', 'People share food in community kitchens called langar.', 'It spreads the message of equality and peace.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do people decorate streets and public places during festivals?,Decorations make the community look festive and cheerful.,"['Lights, banners, and flowers are used to decorate.', 'It helps everyone feel the joy of celebration.', 'It shows unity and pride in the community.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do festivals pass traditions from elders to children?,Elders teach children customs and stories during festivals.,"['Children join family rituals and activities.', 'Elders explain meanings and stories behind them.', 'This keeps traditions alive for future generations.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the harvest in Assam with songs and dance?,Bihu celebrates the harvest in Assam with songs and dance.,"['People wear colorful clothes and dance Bihu.', 'It marks the joy of harvest season.', 'They cook special dishes and visit neighbors.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do many festivals include sharing sweets?,Sweets symbolize happiness and kindness.,"['Sharing sweets spreads love and joy.', 'It shows friendship and caring.', 'Everyone feels included in the celebration.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How can festivals help protect traditional arts and crafts?,Festivals encourage people to make and use traditional crafts.,"['Decorations and costumes use local handmade items.', 'Artists get chances to show their skills.', 'It helps preserve culture and local creativity.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do people attend fairs during festivals?,"Fairs are fun gatherings where people enjoy games, rides, and food.","['Fairs bring people together to celebrate.', 'They have stalls, toys, and music.', 'It adds fun and color to festivals.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival do Christians celebrate on the Sunday after Good Friday?,Easter is celebrated on the Sunday after Good Friday.,"['It marks the resurrection of Jesus Christ.', 'People attend church and share meals.', 'Children enjoy Easter eggs and hunts.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival marks the beginning of the New Year in many parts of India?,"People celebrate New Year festivals like Baisakhi, Ugadi, or Gudi Padwa in different regions of India.","['Different states have their own New Year festivals.', 'People wear new clothes and visit family.', 'They celebrate with special foods and decorations.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do people clean and decorate their homes before festivals?,People clean and decorate homes to welcome guests and positive energy.,"['Clean homes show respect and joy.', 'Decorations make the place look bright.', 'It creates a happy and peaceful feeling during festivals.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do festivals bring different communities together?,"Festivals unite people by encouraging sharing, respect, and friendship.","['People from all groups join celebrations.', ""They learn and enjoy each other's customs."", 'It creates understanding and peace in society.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival is known for flying colorful kites?,Makar Sankranti is known for flying colorful kites.,"['It marks the harvest season in many parts of India.', 'People enjoy flying kites in the sky.', 'It symbolizes freedom and happiness.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people sing songs and dance during festivals?,Singing and dancing express happiness and togetherness.,"['Music brings people closer.', 'It spreads joy and excitement.', 'Every culture has its own traditional songs and dances.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How can celebrating festivals at school teach respect for all cultures?,Festival celebrations at school help children learn about and respect different cultures.,"['Schools celebrate various festivals equally.', ""Students learn about each other's traditions."", 'It builds respect, kindness, and unity among children.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival do Muslims celebrate after the month of Ramadan?,Muslims celebrate Eid-ul-Fitr after the month of Ramadan.,"['People pray together at mosques.', 'They share sweets and greet each other with hugs.', 'It’s a day of joy, charity, and family time.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do some festivals include animal parades or shows?,Animal parades are part of traditional customs and celebrations.,"['Animals are decorated with colorful clothes and ornaments.', 'They show cultural respect and joy.', 'It is done carefully to protect animals and nature.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do festivals encourage caring for nature?,Festivals teach people to be thankful for nature and use eco-friendly practices.,"['Many festivals involve worshipping natural elements like sun and rivers.', 'People use plants and flowers in rituals.', 'Eco-friendly celebrations reduce pollution and protect the Earth.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do some festivals have fireworks or lights at night?,Fireworks and lights make the night bright and joyful during festivals.,"['People use fireworks to celebrate happiness.', 'Lights make places look beautiful.', 'It shows the theme of brightness and joy overcoming darkness.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do national festivals remind us of our country’s history?,National festivals remind people of important events and heroes of their country.,"['Days like Independence Day and Republic Day mark historic moments.', 'People remember freedom fighters and national pride.', 'It encourages patriotism and unity among citizens.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival do Buddhists celebrate to honor Lord Buddha’s birth?,Buddhists celebrate Buddha Purnima to honor Lord Buddha’s birth.,"['People visit temples and offer prayers.', 'They light lamps and meditate peacefully.', 'It is a day to spread kindness and wisdom.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why are colors used during the festival of Holi?,Colors are used in Holi to celebrate happiness and togetherness.,"['People throw colored powders and water.', 'It breaks social barriers and spreads joy.', 'It shows equality, friendship, and fun for everyone.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do parades and processions make festivals exciting for communities?,"Parades show unity, art, and community spirit during festivals.","['People dress up and carry symbols or banners.', 'Music and dance make it joyful.', 'It builds pride and happiness among all who join.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which Indian festival celebrates the bond between brothers and sisters?,Raksha Bandhan celebrates the bond between brothers and sisters.,"['Sisters tie a rakhi on their brothers’ wrists.', 'Brothers promise to protect their sisters.', 'It strengthens family love and care.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do local traditions make the same festival look different in each region?,"Each region adds its own songs, foods, and customs to the same festival.","['Festivals are celebrated based on local culture.', 'People use regional music, language, and dress.', 'This makes the same festival colorful and unique everywhere.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the bond between teachers and students in Thailand?,Thailand celebrates Wai Kru Day to honor teachers.,"['Students offer flowers to their teachers.', 'They bow to show respect and gratitude.', 'It strengthens love and respect for learning.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why are community feasts an important part of many festivals?,Community feasts bring everyone together to share food and joy.,"['People cook and eat together during festivals.', 'It builds friendship and unity.', 'Sharing food shows love and caring in the community.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival is known as the Festival of Lights in India?,Diwali is known as the Festival of Lights in India.,"['People decorate their homes with lamps and candles.', 'They celebrate the return of Lord Rama to Ayodhya.', 'It shows the victory of light over darkness.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do families come together during festivals?,"Families come together to share joy, meals, and traditions.","['Festivals give time to meet loved ones.', 'Families celebrate, eat, and pray together.', 'It strengthens love and unity among members.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do festivals help people remember important cultural stories?,"Festivals retell stories through plays, songs, and rituals.","['Many festivals are based on legends or historical events.', 'People act out or sing these stories every year.', 'It keeps cultural lessons and history alive for everyone.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival in Japan celebrates the blooming of cherry blossoms?,Hanami in Japan celebrates the blooming of cherry blossoms.,"['People gather under cherry trees.', 'They enjoy picnics with family and friends.', 'It celebrates nature’s beauty and springtime.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people perform plays or dramas during festivals?,Festival plays help people relive stories and learn moral lessons.,"['Plays are based on old stories and heroes.', 'They teach values like bravery and kindness.', 'They make learning fun through performance.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do global festivals show that people everywhere enjoy celebration?,"Festivals around the world show that all people love joy, color, and togetherness.","['Every country has its own special festivals.', 'They may look different but share happiness and unity.', 'Celebrations connect people across the world.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival celebrates the victory of good over evil in India?,Dussehra celebrates the victory of good over evil in India.,"['It marks Lord Rama’s victory over Ravana.', 'People burn effigies of Ravana.', 'It reminds us that truth always wins over lies.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do people decorate with flowers during festivals?,"Flowers add color, fragrance, and happiness to celebrations.","['Flowers are natural and beautiful decorations.', 'They symbolize purity and joy.', 'They make homes and temples look festive.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How do festivals teach kindness and giving?,"Festivals encourage sharing food, gifts, and help with others.","['People give food and clothes to the needy.', 'It reminds everyone to care for each other.', 'Kindness becomes part of the celebration.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival is known as the Festival of Harvest in Punjab?,Baisakhi is the Festival of Harvest in Punjab.,"['Farmers thank nature for good crops.', 'People dance Bhangra and wear colorful clothes.', 'It marks happiness after the harvest season.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people make rangoli during festivals?,Rangoli is made to welcome guests and bring good luck.,"['It’s drawn with colored powders or flowers.', 'It decorates homes and courtyards.', 'It symbolizes happiness and prosperity.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do people keep old customs alive through festivals?,People follow the same rituals and practices their ancestors did.,"['Families repeat traditions year after year.', 'Children learn customs from elders.', 'This keeps culture alive across generations.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which Chinese festival is known for lanterns and dragon dances?,The Chinese New Year is known for lanterns and dragon dances.,"['People light red lanterns and fireworks.', 'They wear red clothes for good luck.', 'Families share dumplings and celebrate together.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why are special foods prepared only during certain festivals?,Special foods match the meaning and season of each festival.,"['Festivals use crops available in that season.', 'Traditional recipes have special cultural value.', 'Food connects people with memories and traditions.']"
5-7,Social Studies,Festivals and traditions,hard,reasoning,How can we celebrate festivals without harming the environment?,We can celebrate using eco-friendly materials and avoiding waste.,"['Use natural colors and reusable decorations.', 'Avoid fireworks that cause pollution.', 'Celebrate with care for nature and animals.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival marks the end of the harvest season in Tamil Nadu?,Pongal marks the end of the harvest season in Tamil Nadu.,"['People cook rice with milk and jaggery.', 'They decorate cows and worship the Sun.', 'It’s a time of gratitude and joy.']"
5-7,Social Studies,Festivals and traditions,medium,reasoning,Why do people invite friends and neighbors during festivals?,Inviting others spreads friendship and happiness.,"['Festivals are for sharing joy with everyone.', 'It strengthens bonds in the community.', 'Everyone feels included and valued.']"
5-7,Social Studies,Festivals and traditions,hard,conceptual,How do festivals help people express gratitude?,Festivals include prayers and thanks for blessings in life.,"['People thank nature, gods, and elders.', 'They show respect and kindness.', 'Gratitude is expressed through rituals and sharing.']"
5-7,Social Studies,Festivals and traditions,medium,conceptual,Why do some festivals last for many days?,"Long festivals include many rituals, prayers, and fun events.","['Each day has a special meaning or activity.', 'It gives time for families to enjoy and celebrate fully.', 'It makes the festival more joyful and memorable.']"
5-7,Social Studies,Festivals and traditions,easy,factual,Which festival in India is celebrated with colorful lights and diyas?,Diwali is celebrated with colorful lights and diyas in India.,"['People light diyas to decorate their homes.', 'They burst crackers and eat sweets.', 'It is a time of joy and sharing.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,What do we call the time that has already happened?,The past.,"['Events that already happened are called the past.', 'Yesterday is in the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,conceptual,"If you are eating breakfast now, is it past, present, or future?",Present.,"['Breakfast happening now is in the present.', 'Present means what is happening right now.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,"If you played football yesterday and will play again tomorrow, which is past and which is future?","Yesterday is past, tomorrow is future.","['Past means it already happened.', 'Future means it has not happened yet.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,illustrative,What time is it when you are doing your homework right now?,Present.,['Doing something now means it is in the present.']
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,reasoning,"If your birthday is next month, is it past, present, or future?",Future.,"['It hasn’t happened yet.', 'Future means something that will happen later.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,"Why is it important to know the difference between past, present, and future?",It helps us understand when things happen.,"['We can remember what happened before.', 'We can plan for what will happen later.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,What time is it when you will go to school tomorrow?,Future.,"['Tomorrow means it has not happened yet.', 'So it’s future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,conceptual,"When you were a baby, is that the past or present?",Past.,"['Being a baby happened before now.', 'So it is in the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,How does looking at old photos help us understand the past?,They show what happened long ago.,"['Photos capture moments from the past.', 'We can see how things looked before.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,Is your first day at school in the past or present?,Past.,"['It already happened.', 'So it is part of the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,illustrative,You are reading a book now. What time is it?,Present.,"['Present means happening now.', 'Reading now means it’s the present.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,Why do we make a timeline of our life?,To see the order of events from past to present.,"['Timelines show what happened first and next.', 'It helps us understand how we grow and change.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,"If you will visit your grandparents next week, when is that?",Future.,"['Next week hasn’t come yet.', 'So it’s the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,How does remembering the past help us in the future?,It helps us learn from our experiences.,"['We can avoid mistakes we made before.', 'We can do better next time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,What do we call the time that is happening now?,Present.,['Now means present time.']
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,conceptual,"When you will be in Grade 2 next year, what time is that?",Future.,"['It has not happened yet.', 'So it’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,Is your breakfast this morning in the past or present?,Past.,"['You already ate breakfast.', 'So it’s past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,reasoning,"If we plan a picnic for Sunday, what time is that?",Future.,"['It’s something we will do later.', 'So it’s future time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,Why do we study how things change over time?,To see how people and places grow and improve.,"['Studying time helps us understand progress.', 'We learn how the world changes.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,analytical,How can you show your life events in order?,By drawing a simple timeline.,"['Start with your birth at one end.', 'Add events like first school day, today, and future dreams.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,"If you are brushing your teeth now, what time is it?",Present.,"[""Brushing your teeth now means it's happening in the present.""]"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,"Yesterday you went to school, and tomorrow you will go again. Which is past and which is future?","Yesterday is past, tomorrow is future.","['Past means already happened.', 'Future means not yet happened.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,analytical,How can you tell if a photo is from the past?,It shows something that happened long ago.,"['Photos show moments from before now.', 'Clothes or places might look different from today.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,conceptual,What time will it be when you go to bed tonight?,Future.,"['You haven’t gone to bed yet.', 'So it’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,reasoning,"If your family took a trip last month, is that past or present?",Past.,"['Last month has already gone.', 'So the trip is in the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,Why do we celebrate birthdays every year?,To remember the past and celebrate the present.,"['Birthdays remind us of when we were born.', 'They also mark how we grow over time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,Is tomorrow’s picnic in the past or the future?,Future.,"['Tomorrow hasn’t happened yet.', 'So it’s future time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,illustrative,"When you look at your baby pictures, what time are they showing?",The past.,"['Those pictures were taken before now.', 'So they belong to the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,Why is it helpful to make a class timeline for the school year?,It helps remember what we did and plan what’s next.,"['We can see what activities are finished.', 'And what we will do later in the year.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,conceptual,What time is it when you say 'right now'?,Present.,['Right now means present time.']
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,"If you visited the zoo last week and will visit again next month, which visit is in the past and which in the future?","Last week is past, next month is future.","['Past means already happened.', 'Future means yet to come.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,analytical,How does a timeline help us understand history?,It shows events in order from oldest to newest.,"['Timelines organize events by time.', 'They help us see what happened first and later.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,"Is next year in the past, present, or future?",Future.,"['Next year has not come yet.', 'It’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,conceptual,"If you are in class right now, what time is it?",Present.,['Right now means it’s happening in the present.']
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,Why should we learn about events that happened long ago?,So we can understand how life has changed.,"['Learning about the past shows how people lived.', 'It helps us appreciate the present.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,conceptual,What time is it when you play with your toys after lunch?,Present.,"['If it’s happening now, it’s in the present.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,"Which came first, your first day of school or today?",My first day of school is in the past.,"['The first day already happened.', 'Today is happening now.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,How can you tell that something belongs to the future?,It hasn’t happened yet but is planned to happen.,"['Future events are expected or planned.', 'They come after the present.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,illustrative,"When you are talking about what you did this morning, what time is that?",Past.,"['Morning has already gone.', 'So it’s in the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,Why do people make plans for the future?,So they can be ready for what will happen.,"['Planning helps people prepare ahead.', 'It makes the future easier to handle.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,"If you ate lunch already, is that past or present?",Past.,"['You already finished lunch.', ""It happened before now, so it's past.""]"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,reasoning,"If your school trip is next week, what time is that?",Future.,"[""Next week hasn't come yet."", 'So it’s a future event.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,Why do we talk about things that happened long ago?,To learn about history and how life was different.,"['The past helps us understand change.', 'It teaches us lessons for today.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,illustrative,What time is it when you are watching TV right now?,Present.,"['It’s happening now.', 'That means it’s the present.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,Last night’s dinner and tomorrow’s breakfast — which is past and which is future?,"Dinner is past, breakfast is future.","['Dinner already happened.', 'Breakfast will happen later.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,How can we show a person’s life from baby to grown-up?,By drawing a timeline of life stages.,"['Start with babyhood and move to adulthood.', 'This shows how time passes and people grow.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,Is last year in the past or the future?,Past.,"['Last year already happened.', 'So it’s in the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,conceptual,"When you are doing your classwork now, what time is it?",Present.,"['It’s happening right now.', 'So it’s in the present.']"
